epoch,train_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_accuracy,val_hausdorff,val_hausdorff_95,val_fp_per_volume,val_fp_per_image,val_ap,val_mAP,lr
1,0.5003132477573965,1.0422669892555399e-10,1.0422669892555399e-10,5.375535837166948e-10,2.0837259884725674e-10,2.389489518756805e-13,0.9903021292252974,234.2780303955078,211.2837132540616,0.0009116476232355291,0.0009116476232355291,0.00914692980321971,0.0,0.0002
2,0.35831383384507276,1.9042673001903624e-10,1.9042673001903624e-10,9.47477930456454e-09,2.0837259884725674e-10,4.232992965971604e-12,0.9911622567610308,298.828574440696,280.19290646639735,5.152008750221946e-05,5.152008750221946e-05,0.008979846781585366,0.0,0.0004
3,0.24673858815911173,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.009555308746216311,0.0,0.0006
4,0.15509601031569228,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.014375542688702064,0.0,0.0008
5,0.09866536648451597,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.0620754046804822,0.0,0.001
6,0.07003010736628511,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.05040568080967618,0.0,0.0009909954834128342
7,0.05660183761996784,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.055271798228525106,0.0,0.000989193491307027
8,0.048374922539310895,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.0,0.0,0.000987391134388305
9,0.04481604928686016,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.054046731624029315,0.0,0.0009855884118426005
10,0.04177892180266737,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.0,0.0,0.0009837853228523705
11,0.039829162527518024,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.06883428570741175,0.0,0.0009819818665965754
12,0.03774482739725332,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.10689853739247403,0.0,0.0009801780422506556
13,0.03668486700532423,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.22376996484148942,0.0,0.0009783738489865113
14,0.034981552950352775,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.2211194036319119,0.0,0.000976569285972478
15,0.03543301676025336,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.16204112294706813,0.0,0.0009747643523733044
16,0.030918636327159816,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.16142035332925594,0.0,0.0009729590473501306
17,0.03129695968210012,0.032770167304458656,0.018421400670260248,0.832981862359365,0.01866172519609344,0.03277013692264571,0.9913358688354492,263.198671947826,245.65377055514944,1.2874603271484375e-05,1.2874603271484375e-05,0.3814575257287784,0.04082830385728316,0.0009711533700604632
18,0.029612897456377404,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.10455000057514884,0.0,0.0009693473196581535
19,0.02915358270957381,2.0837259884725674e-10,2.0837259884725674e-10,1.0,2.0837259884725674e-10,4.1674479255773074e-10,0.991213776848533,572.656982421875,572.656982421875,0.0,0.0,0.3680142886081926,0.013027853925119747,0.0009675408952933734
20,0.025390511726553756,0.3618396423584054,0.24956046615436336,0.6423594586846113,0.2802828165741865,0.36183933322301126,0.9931564114310525,97.56122216311368,68.60831605304371,0.0009833032434636896,0.0009833032434636896,0.43218576394573655,0.046865289184180176,0.0009657340961125918
21,0.026457668640704333,0.038539749478476985,0.023222884626172936,0.927957795138397,0.023591209680661477,0.038539716747625845,0.9913176840001886,406.31017953699285,391.66964335875076,7.434324784712358e-06,7.434324784712358e-06,0.40320048677350234,0.024749525060707874,0.0009639269212585509
22,0.02692396900263326,0.1127265570533028,0.06614917910204333,0.7951386797451271,0.06645477449109177,0.11272645709016736,0.9918405359441583,184.4043600775979,166.23777424205434,8.045543323863636e-05,8.045543323863636e-05,0.3786044021178234,0.016259593042460354,0.0009621193698702417
23,0.024937363063124406,0.059640347045449627,0.03552539108268704,0.9354407083621418,0.03756556121644125,0.05964029227300616,0.9914429187774658,308.2354674772783,296.67152976989746,4.777041348544034e-05,4.777041348544034e-05,0.31615573317884066,0.004383513195948167,0.0009603114410828803
24,0.024255078489324827,0.0310322386335331,0.017893983211614197,0.9838830882852728,0.01813445734663647,0.031032210621458223,0.9913302118127997,365.154954736883,349.8605736168948,6.719069047407671e-06,6.719069047407671e-06,0.3262084442804652,0.00717750225554813,0.0009585031340278833
25,0.023346818924678124,0.011527241154056645,0.006201652333046492,1.0,0.006201652333046492,0.01152723085590534,0.9912522489374335,523.3649380423806,522.572431564331,0.0,0.0,0.36345236077289267,0.018668532371520996,0.0009566944478328421
26,0.024665491072054225,0.10882437010775683,0.06686263550129573,0.9712792960080233,0.06941089027363914,0.1088242812262832,0.9919249577955767,364.0846877531572,348.4915296597914,5.2733854814009234e-05,5.2733854814009234e-05,0.3129199104309505,0.017250702462413094,0.0009548853816214997
27,0.02529669428865115,0.15186853364760886,0.09357472835928862,0.8701148902034691,0.09654282990479998,0.15186840920332634,0.9920508211309259,215.66168108853427,203.0891408920288,7.987022399902344e-05,7.987022399902344e-05,0.40078403474498453,0.024674684486605904,0.0009530759345137246
28,0.022561717762387003,0.3798560300501839,0.2682444013992422,0.3506774528314385,0.469398900337049,0.3798556974666179,0.9884631417014382,102.65673221241344,76.477839383212,0.00798697905106978,0.00798697905106978,0.36815956189209165,0.026714552532542835,0.0009512661056254851
29,0.021922834164024085,0.41819509999381327,0.3106259212687285,0.4630906291588767,0.408169424309181,0.4181947514670689,0.9925995523279364,82.7549320567738,59.90593548254533,0.0032991062511097302,0.0032991062511097302,0.43674528757073006,0.06356778215955604,0.0009494558940688246
30,0.02172742027725125,0.3265652211093802,0.22563496552563878,0.7079777790558343,0.24718479761310785,0.3265649624359824,0.9935246814380992,153.81064146215266,134.34274491396818,0.0004972544583407315,0.0004972544583407315,0.43299396346397273,0.041368184949864044,0.0009476452989518352
31,0.02087188250888353,0.3158314365224229,0.21900909952898873,0.8222775459895274,0.23473151079533422,0.31583118672959876,0.9934973066503351,205.05567771738225,189.85543831911954,0.00047451799566095525,0.00047451799566095525,0.43810045362492517,0.05783863331783901,0.000945834319378632
32,0.021174643145895553,0.31924126378921425,0.2196297928900929,0.6165348198127887,0.23898472357506287,0.31924100788721665,0.9932301477952437,99.48728214610706,77.42120597579263,0.000883362509987571,0.000883362509987571,0.4229555362555237,0.04408099248327992,0.000944022954449327
33,0.021495915333815348,0.24552474181860973,0.1651121580543059,0.8621570530625888,0.17056349185026473,0.24552455563161518,0.9930053190751509,198.79847257787532,179.35973969372836,0.00016301328485662287,0.00016301328485662287,0.46363713031380693,0.07114620303565805,0.0009422112032600019
34,0.019972768820950698,0.35806059697741205,0.2540227969356227,0.39184217540005445,0.357779085112807,0.35806027461200457,0.9905131730166349,88.75719399885698,63.957562099803575,0.004905223846435547,0.004905223846435547,0.36213054999825545,0.023394748060540718,0.0009403990649026824
