epoch,train_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_accuracy,val_hausdorff,lr
1,0.8179087775877152,7.694315505127084e-11,7.694315505127084e-11,2.0553498171104292e-10,3.6124963303253835e-10,1.533188804786844e-13,0.9897553487257524,291.33684609153056,0.0002
2,0.7973947237277853,1.0039953953438536e-10,1.0039953953438536e-10,3.441997091387221e-10,3.6124963303253835e-10,2.552831441628799e-13,0.9907052516937256,297.685019753196,0.0004
3,0.7678585895176592,1.1168836680950064e-10,1.1168836680950064e-10,4.0646396602041853e-10,3.6124963303253835e-10,3.11591112686141e-13,0.9909264824607156,303.16287994384766,0.0006
4,0.703490757394111,2.1024875456478314e-10,2.1024875456478314e-10,1.8747719891672302e-09,3.6124963303253835e-10,1.3418388502083732e-12,0.991855339570479,305.6953152743253,0.0008
5,0.6039192827268579,3.6124963303253835e-10,3.6124963303253835e-10,1.0,3.6124963303253835e-10,7.224985679177287e-10,0.9921102090315386,572.656982421875,0.001
6,0.5235239102922636,0.23282081667848187,0.1447845666094217,0.16002519428907788,0.614975115344145,0.2328205779194893,0.968340895392678,168.7561425295743,0.0009909954834128342
7,0.46619534218448333,0.2575026501880451,0.16436525951458816,0.21002025838594757,0.4609232525699239,0.25750234012958223,0.9808388189835981,160.68634154579857,0.000989193491307027
8,0.4168197373891699,0.29249485608261333,0.19197029075063685,0.3050994967104751,0.3567391062245584,0.29249449074270983,0.988711725581776,154.57323143698952,0.000987391134388305
9,0.39119550465852365,0.3256970049263486,0.21449668955654752,0.2764766240028416,0.512787820492495,0.32569667599588814,0.9852937134829435,160.5712060061368,0.0009855884118426005
10,0.38531129695903293,0.3459120695548365,0.23588333641531747,0.345606894006718,0.4287178616891664,0.34591170980343605,0.9889752214605158,155.5233188975941,0.0009837853228523705
11,0.37524312066620796,0.3115685724452555,0.2091660264255388,0.28809544986494257,0.4428239991978622,0.31156822531062706,0.9864822300997648,149.14537308432838,0.0009819818665965754
12,0.3633258491754532,0.36806924201486885,0.25717382904080927,0.36156996505298766,0.46570062694110637,0.368068892424102,0.9890995459123091,138.40629733692515,0.0009801780422506556
13,0.37214435876786023,0.3608863247509738,0.25070002343102926,0.33580699588791796,0.4912714550489585,0.36088597814723494,0.9877348596399481,147.14716668562457,0.0009783738489865113
14,0.3530933204396018,0.3450691941449249,0.23596242203265635,0.3176416868874874,0.4802458524371607,0.3450688421197241,0.9873105829412286,157.11183322559702,0.000976569285972478
15,0.3596265331424516,0.3626767081208472,0.25267689396542026,0.3959161536857025,0.40134144529586474,0.3626763388853501,0.990467136556452,145.01138279654762,0.0009747643523733044
16,0.3477137251489464,0.3604718783773333,0.25102351212919977,0.3900639609594268,0.40389879883576507,0.3604715204035958,0.9902534268119119,126.72291564941406,0.0009729590473501306
17,0.34678849680670376,0.34276069481357085,0.23412682582462885,0.36344940944282117,0.40253288694289585,0.3427603275261427,0.9898208488117565,141.68365825306284,0.0009711533700604632
18,0.34323375526515915,0.3508587403451606,0.24173817597923183,0.34104409602832164,0.4550849801019645,0.35085838203405306,0.9885488206690008,141.1532176624645,0.0009693473196581535
19,0.3470434174798001,0.3712615927919882,0.2610319874911282,0.37918383222455926,0.45176590087625096,0.3712612448091118,0.9897821816531095,138.79747408086604,0.0009675408952933734
20,0.3477554912197179,0.3623097698172336,0.2512168091012624,0.34181284481698015,0.4860539062716201,0.3623094221746573,0.9883444959467108,137.58933310075238,0.0009657340961125918
21,0.3343044762638794,0.37758048799995475,0.2657848609959111,0.3986998249681193,0.43012705720092675,0.37758011555047627,0.9902816902507435,137.5536256269975,0.0009639269212585509
22,0.3419023563807038,0.3705084797643449,0.25733559742197243,0.40917612371524326,0.4052438776988731,0.37050810242497734,0.9907829761505127,138.83808387409556,0.0009621193698702417
23,0.34544808066439353,0.3477767456741874,0.23854832223742245,0.3777712314180768,0.3937703590296065,0.3477763776106779,0.9902421994642778,149.0241641998291,0.0009603114410828803
24,0.34236906006418427,0.3567533080563752,0.24588295783003858,0.37756043793779637,0.40982459802666765,0.3567529295317407,0.9901038733395663,151.47113366560504,0.0009585031340278833
25,0.3409847375647775,0.36252888648314424,0.2516625376842495,0.4288269062275575,0.37099548113510605,0.3625285019569232,0.9914072210138495,147.03748234835538,0.0009566944478328421
26,0.33455674932605917,0.35896579060584477,0.24946888362734854,0.3917552483805901,0.4079319224074762,0.3589654104699722,0.990445158698342,147.48277161338112,0.0009548853816214997
27,0.32907660014327916,0.38110928207012457,0.2681996918690955,0.41139860245649734,0.4307499564238983,0.3811089072418962,0.9905475919896906,148.60940100929955,0.0009530759345137246
28,0.3280392949437273,0.36234219135646695,0.2527598621028855,0.3200399530249754,0.5347861121583525,0.3623418592932717,0.9867728189988569,144.5510879863392,0.0009512661056254851
29,0.32176670038152017,0.3509115202593557,0.24889627640557466,0.3862889739177401,0.3884026945150845,0.3509111519987887,0.9900184978138317,130.3855118751526,0.0009494558940688246
30,0.3200153953385079,0.3771710176356134,0.26813180468947895,0.4367660872686692,0.3893196299776312,0.3771706393398296,0.9912128448486328,128.47605869986793,0.0009476452989518352
31,0.3307845801457591,0.3763813665190886,0.2673215141920695,0.3978718301807968,0.4251463911883389,0.376380991476444,0.9905240969224409,148.28569290854713,0.000945834319378632
32,0.33092932266065445,0.38108324366699053,0.27125847393364383,0.39332599378095706,0.44336983027137206,0.38108287129912527,0.9901344992897727,141.7195855920965,0.000944022954449327
33,0.324980430390643,0.3400519585689492,0.23372525750232317,0.3506527755005451,0.39683706743218766,0.34005158300254995,0.9895037304271351,152.14977888627485,0.0009422112032600019
34,0.32558060959837903,0.3717571554603012,0.2639173455603208,0.37713122216154377,0.4497293720450725,0.3717567878352227,0.9897053241729736,147.55230123346502,0.0009403990649026824
35,0.3230763033203695,0.3714808361470233,0.2637011578080699,0.3616425000384733,0.460957684704012,0.3714804704273508,0.9892361164093018,149.10682660883123,0.0009385865384653104
36,0.31452663705266753,0.3834181780241322,0.2754033616706642,0.3716846062304551,0.4799562340334471,0.383417812445933,0.9895178838209673,144.32738841663706,0.0009367736230317175
37,0.3098701423612134,0.3754486164944159,0.26699798233959277,0.36286491941091786,0.46767690292839426,0.3754482527805394,0.989133206280795,144.8336875221946,0.0009349603176815974
38,0.3127456965117619,0.3734581997411875,0.2661471559388457,0.3684141920271317,0.4548163994920538,0.3734578306770974,0.9894250522960316,156.93903229453346,0.0009331466214904777
39,0.3102259291657086,0.38964229999407923,0.27903634127453186,0.4076400974385136,0.44198600678534294,0.38964194090594373,0.9908427758650347,139.59303526444867,0.0009313325335296929
40,0.3146575701305236,0.3562902321460648,0.25234203299819824,0.38852589862119397,0.38665387156813646,0.35628986447545263,0.9907751083374023,144.48447600277987,0.0009295180528663554
41,0.31424020787422685,0.37630894679257004,0.26986546442609477,0.37007246996916565,0.4641656112524053,0.37630859931764216,0.9895674315365878,148.8240411931818,0.0009277031785633282
42,0.30902796915207786,0.3852095846759945,0.2775349217764511,0.3497992218987236,0.5254488001033519,0.3852092372835795,0.9881314364346591,148.9767081520774,0.0009258879096791951
43,0.31100623429506674,0.3875019947483464,0.27984490347826196,0.39090029122068076,0.4559269597802506,0.3875016272174101,0.9901135184548118,142.10802060907537,0.0009240722452682321
44,0.3018345845670536,0.39414973592923486,0.2843243525654352,0.3810413285162136,0.487761963070576,0.3941493627525541,0.9897072965448553,147.31693250482732,0.0009222561843803788
45,0.30119293842507505,0.39890932350893565,0.29025871528389796,0.4111524071161929,0.440945606239724,0.3989089676629034,0.9907999038696289,143.58057004755193,0.0009204397260612089
46,0.29654711168045284,0.39521086791666593,0.2868626174614217,0.4093647320913565,0.43624735450466756,0.39521047381279756,0.9908903728831898,136.17899703979492,0.0009186228693518994
47,0.3054962743116521,0.39941111391784373,0.2887588995148334,0.4263529672394509,0.43636734228728763,0.39941072658723353,0.9914075461300936,128.34644178910688,0.0009168056132892021
48,0.3000916780411512,0.39424842808271593,0.28693304213571197,0.37319381390631745,0.4863016346264148,0.39424804784360207,0.989633170041171,145.38495722683993,0.0009149879569054125
49,0.29785495576844817,0.40640504017900164,0.29691908616251755,0.3911012156047162,0.49016454707026225,0.4064046741894815,0.9901449246840044,126.00552411512895,0.0009131698992283396
50,0.30603719100184823,0.4055742642398997,0.2964638138572166,0.43772662374771376,0.4210811925187743,0.4055738877002757,0.9915734854611483,107.86131442676891,0.0009113514392812751
51,0.29859499753206625,0.4021335136965952,0.29437858448314924,0.4108444710835537,0.44689963006216,0.40213313506158027,0.9910066561265425,122.09605901891535,0.0009095325760829623
52,0.2913238548341839,0.39559258262547703,0.28896637772125533,0.37696145161053707,0.4775798304965237,0.39559220542224494,0.9899580045179888,140.16501756147906,0.0009077133086475646
53,0.3023871811128211,0.4010225718385616,0.2915257616893362,0.41264942309530694,0.45060640224503207,0.4010222129433478,0.991033749146895,138.6439118818803,0.0009058936359846345
54,0.2990079500723159,0.39061578596438357,0.28504534528273506,0.4083285520429474,0.4141694856650871,0.3906154280055238,0.9911168922077526,147.01462710987437,0.0009040735570990808
55,0.2814032682057085,0.3983824919911216,0.29361567892992685,0.38934333412214206,0.4544333243198549,0.39838211092868575,0.9905307726426558,131.07629845359108,0.0009022530709911372
56,0.2855676421146283,0.41780315301313614,0.30994829423414755,0.4442010408200803,0.4306691709700489,0.4178027683890618,0.9916328083385121,115.73637104034424,0.0009004321766563289
57,0.2925141856245611,0.4065541883229207,0.2989706202618961,0.43823221508228355,0.41099743546811607,0.40655379394200214,0.9915041056546298,140.33126102794301,0.0008986108730854411
58,0.2847291661918848,0.41105746429749135,0.29885615504259033,0.3735231440575019,0.5224495090254184,0.4110571020918076,0.9893602241169323,139.58787016435102,0.0008967891592644846
59,0.2817715785797985,0.4040316359124852,0.2917668617019035,0.458532934899012,0.3930775344758892,0.40403126319876104,0.991932132027366,144.79222956570712,0.0008949670341746629
60,0.2803030166475252,0.4086003736656158,0.2977359807711263,0.3732594963736449,0.5077852696906292,0.4085999953730166,0.9894577373157848,141.339525569569,0.0008931444967923387
61,0.2919527933686629,0.396937958397727,0.2901217859593285,0.42840993949897066,0.4068002791573573,0.3969375699737833,0.9912443594499067,117.67213422601873,0.0008913215460889999
62,0.2919609937174567,0.4062457341892941,0.2951860604343724,0.37984504803249236,0.4913978626153542,0.40624537280848416,0.9894322698766534,134.33158493041992,0.0008894981810312246
63,0.2920683937511225,0.43024609045196976,0.3149126628185728,0.45774088731495904,0.4515765821313511,0.430245714692111,0.990723804994063,129.69402781399813,0.0008876744005806469
64,0.2740598499089822,0.39107910656915784,0.28836612008634255,0.4123222815959609,0.4034227585933559,0.39107872630388735,0.9912986321882769,119.91639202291316,0.000885850203693922
65,0.2789912539823302,0.42182384190658523,0.3117076241978621,0.3960292113117036,0.5041506746324482,0.42182346365671447,0.9898014502091841,138.39454997669566,0.0008840255893226908
66,0.2738705096744943,0.4278379675927875,0.3171109535674106,0.4124006653180772,0.49279533051101915,0.42783757512968495,0.9905754436146129,141.1897109638561,0.0008822005564135439
67,0.2806707130766463,0.405313099219233,0.29980234080591356,0.3871479379127571,0.48580264223548414,0.40531273124827044,0.989950115030462,140.84015586159447,0.0008803751039079861
68,0.2814576816798627,0.40635518870029413,0.29743940024010995,0.37044234173403107,0.507671704935539,0.40635481747716967,0.9895369573072954,139.82972301136363,0.0008785492307423999
69,0.26374541616987907,0.3955729144581421,0.2924911815332838,0.422436307367431,0.4074811595455285,0.3955725369636776,0.9916511448946866,117.7296951900829,0.0008767229358480086
70,0.26318282711094826,0.4250209274430155,0.31390989769327926,0.39149789785897576,0.5337240589661888,0.42502054724506927,0.9902569597417658,141.34525576504794,0.0008748962181508392
71,0.26745688735411083,0.42911117766078627,0.31680368472086157,0.40081700480355614,0.5157743205957648,0.42911080152478026,0.9898044846274636,140.42377788370305,0.000873069076571686
72,0.2740765893082509,0.42192244911946214,0.3136706529254909,0.4273488282258416,0.44453830982790665,0.4219220515039399,0.9915022199804132,138.64036603407428,0.0008712415100260713
73,0.2759715362355627,0.40999433003979635,0.30826902397950423,0.4284330804774448,0.4172621046320066,0.4099939461210767,0.9917012778195468,134.2374544577165,0.0008694135174242088
74,0.2652605642703758,0.4342056607313245,0.3220467914969028,0.4161285461875944,0.5055997216276004,0.4342052820774013,0.9904708212072199,133.52243358438665,0.0008675850976709641
75,0.2585253042393717,0.4321161924456923,0.32348477308911866,0.4609912544362677,0.4326468012291526,0.4321158378470306,0.9923384189605713,129.38772561333397,0.0008657562496658164
76,0.2627299323506739,0.4300351106559947,0.32273855033916127,0.39380276645915396,0.5116689581087365,0.4300347506121907,0.990560379895297,140.56356568769976,0.0008639269723028191
77,0.2649110273896963,0.4123797163013194,0.3091601191559971,0.4606565223429268,0.38928520994812194,0.4123793640492223,0.9925600398670543,109.60489086671309,0.0008620972644705603
78,0.27419008922645416,0.40729555942561324,0.29898749400754393,0.43087146952862443,0.4164649291477554,0.40729517652659497,0.9919276237487793,141.82048801942304,0.0008602671250521225
79,0.2548293363431404,0.4249798905735393,0.3172121581035393,0.4186343576391169,0.4720056444333373,0.42497952552833707,0.9905006018551913,132.64072366194293,0.000858436552925043
80,0.2618753308023529,0.4285172275975237,0.32165226221298343,0.39133703403018977,0.5214313092414993,0.4285168484322005,0.9896098917180841,133.56028799577192,0.0008566055469612726
81,0.2625625486346497,0.4309286511206237,0.3172965473272583,0.4000892860339633,0.5277442528598424,0.4309282725444286,0.9903091083873402,136.2560187253085,0.0008547741060271343
82,0.2652009733278176,0.42036367092046967,0.31365687561134975,0.42982363591866035,0.4498932638312366,0.4203632899999714,0.9914939403533936,137.08821400729093,0.0008529422289832824
83,0.261155724953646,0.4238042388002093,0.31869983371916155,0.4550474010429591,0.42579256893059564,0.42380384588094683,0.9924895980141379,136.12752350893888,0.0008511099146846599
84,0.24784186782165504,0.4304647761897665,0.3209314231855271,0.4151160280301045,0.4975445726100007,0.43046438269747483,0.9913035522807728,131.82446965304288,0.0008492771619804566
85,0.24681686293119673,0.40680303933764694,0.30441361395969274,0.3997180512340501,0.4519452750732432,0.40680268710610645,0.9913217154416171,120.65134039792147,0.0008474439697140658
86,0.263967828161415,0.42675159921294914,0.3191987113569626,0.4631901897940201,0.41914311819349415,0.4267511894154619,0.9924655610864813,107.29827924208207,0.0008456103367230419
87,0.2610916830171114,0.43771970495467566,0.3270813439908377,0.4371219975004433,0.471048539563761,0.4377193214182276,0.9916678341952238,131.6234910704873,0.0008437762618390562
88,0.24823593228370294,0.4338125975231443,0.3268904554425203,0.39470372439043666,0.5493277040782156,0.4338122358630837,0.9896802685477517,136.8546922857111,0.0008419417438878526
89,0.24071866839096465,0.42066013168625943,0.31527100813657455,0.43034355735223184,0.44309657140782527,0.42065973452890754,0.991823976690119,134.6737164584073,0.000840106781689204
90,0.24466569190737844,0.4206584673924119,0.31417517415818935,0.44876266830485056,0.42184408814603375,0.42065806769434544,0.9923196489160712,111.98569718274203,0.0008382713740568662
91,0.24509802015348411,0.4255665703421039,0.3200838330623527,0.43521897268076604,0.45359455629493917,0.4255662148565085,0.9912527474490079,127.26603577353738,0.0008364355197985339
92,0.25281824077340376,0.4168918925680106,0.3096207773782538,0.3916010279271788,0.5099142642063029,0.41689151762566595,0.9895770766518333,141.14447229558772,0.0008345992177157936
93,0.24420622393660163,0.430398296910924,0.3215317573282292,0.3916043940140978,0.5461335443347548,0.4303979302799174,0.9889022003520619,149.23771598122337,0.000832762466604078
94,0.24939766055208512,0.44746260692900713,0.33691439877884116,0.43073191693534657,0.5074263695506743,0.44746222355491433,0.9909256154840643,134.9920475699685,0.0008309252652526187
95,0.24040810104416704,0.43809644735083425,0.3282253917163112,0.42247288078405787,0.5288542316476067,0.43809609081262446,0.9901635430075906,132.76943726973101,0.0008290876124443998
96,0.2515942727526029,0.43145604821857825,0.32128306313930327,0.4158472921567214,0.4938460939358437,0.43145565180619666,0.9906171451915394,138.94099018790504,0.0008272495069561094
97,0.2478838816456411,0.4096213120050255,0.3000923677118614,0.35235731837895373,0.5728831996851202,0.4096209646562831,0.9882945580915972,149.6089520887895,0.0008254109475580918
98,0.2557203384308979,0.4209268061426172,0.3091242728525222,0.36089390250273023,0.5762795228898381,0.42092645248740046,0.9881427504799583,149.90675249966708,0.0008235719330142989
99,0.23482352546576796,0.43840266521771515,0.3268543289102816,0.43694025046335894,0.48267417472680774,0.43840227684603655,0.9916735562411222,146.46525838158348,0.0008217324620822401
100,0.2500515294143523,0.4386130139879262,0.32533833810931473,0.45354546850989336,0.4518801567929777,0.4386126216903565,0.9921769879081033,153.43614526228473,0.0008198925335129345
101,0.24531611123646813,0.43281288116310324,0.31693721479931936,0.39355476505371567,0.5604077496530901,0.432812496466169,0.9892259294336493,152.69653857838023,0.0008180521460508585
102,0.24358810373078818,0.42982231260530335,0.320751201946977,0.41209781680951924,0.5012207266584572,0.42982193477330227,0.9912648851221258,133.12108265269887,0.0008162112984338965
103,0.24010030659793438,0.43559846511241673,0.3252670867485395,0.4316413539046659,0.4742639503321043,0.43559807492425606,0.991470380262895,134.0047330422835,0.0008143699893932899
104,0.2448419369328981,0.4254327028413007,0.3097886224555127,0.3948857402614191,0.5209007262601517,0.4254322970492384,0.9905504530126398,154.72120666503906,0.0008125282176535839
105,0.24035504571665292,0.4263516310006059,0.31508736168843954,0.416392866727149,0.49827368823165313,0.42635124699553323,0.9904719266024503,152.2809359810569,0.0008106859819325769
106,0.24536969349987206,0.4053571754155692,0.298883846367177,0.3490208533353329,0.566253339899174,0.405356820728324,0.9878302270715887,134.27369187094948,0.0008088432809412661
107,0.2426535820310143,0.43066733160324655,0.32376427822760817,0.397763299843669,0.5220341137785998,0.4306669573363695,0.9903439391743053,125.98448926752263,0.0008070001133837954
108,0.23215577246128827,0.4315260986510863,0.31968805899491265,0.3934740969227505,0.5533359326979898,0.4315257360970374,0.9886235974051736,148.06025106256658,0.0008051564779574008
109,0.24415973531103682,0.43933236522162944,0.32950719104557996,0.4186671108255513,0.5100164457803159,0.43933198516344185,0.9909588857130571,138.97874901511452,0.0008033123733523561
110,0.23356335122009803,0.4266894044521901,0.3168676108500879,0.39997475561314744,0.5176277697850356,0.4266890480014087,0.9900796630165793,151.05765568126333,0.0008014677982519177
111,0.2500237715484082,0.4566707974787247,0.34701202162230255,0.46380052491526574,0.48559682486091127,0.45667042160435406,0.9924289746717974,136.57161712646484,0.0007996227513322692
112,0.23288847625940695,0.4352884561468887,0.3271114671528634,0.43317401890179724,0.49337522502511805,0.43528806231918793,0.9912805557250977,143.4991592060436,0.0007977772312624649
113,0.23773175657823167,0.42883889703950545,0.3191252043769453,0.41636708817899637,0.48931675798025975,0.42883852776143533,0.9906757528131659,137.42675616524437,0.000795931236704373
114,0.23633225750306558,0.4420309822363384,0.3321199602084898,0.4391718688286197,0.5045723548399189,0.4420305981925406,0.990772008895874,137.11782524802467,0.0007940847663126185
115,0.23259340209522467,0.4413880611364233,0.33180366063731076,0.4266530223263144,0.5108974370956202,0.4413876702628176,0.990878625349565,139.0690204446966,0.0007922378187345249
116,0.24448779173966112,0.44629782547814434,0.33568438414262014,0.4437979921878485,0.4885182003490627,0.4462974399899725,0.9913448420437899,139.6517488306219,0.0007903903926100556
117,0.2350057059492188,0.4384598481962399,0.3276227178704359,0.42431955092782087,0.5190989652504577,0.438459470196117,0.9910440878434614,146.3546905517578,0.0007885424865717544
118,0.23897440363278336,0.4428158301426182,0.33240258267720824,0.42857130468209187,0.5211192923597991,0.442815424779176,0.991206169128418,147.98579545454547,0.0007866940992446861
119,0.23265392221938605,0.43832150610264536,0.33430734341937857,0.4661160131589355,0.44125579109330154,0.4383211128774309,0.9927497126839377,121.53809157284823,0.0007848452292463757
120,0.2234576633093001,0.42423484514314835,0.317026091269332,0.4287912712715995,0.46581804996461607,0.4242344600101481,0.9908063628456809,115.87927480177446,0.0007829958751867468
121,0.2321793099586991,0.4227520553759586,0.31904231636217195,0.43696432226927373,0.45315858584841867,0.42275167464030156,0.9920712601054799,143.77321832830256,0.0007811460356680608
122,0.23854877637035546,0.42454155700957935,0.3191615002436646,0.44010741304439394,0.45263425283175723,0.42454117515382284,0.9911675236441873,137.8942715254697,0.000779295709284853
123,0.22587679968825702,0.4531798417738513,0.34300365692420703,0.4515018469059692,0.504780316768859,0.4531794603999536,0.9917197660966353,130.65848688645795,0.0007774448946238706
124,0.23203297781533208,0.4352632969661147,0.3304319245241685,0.41009936660294977,0.5116755889145523,0.4352629070292613,0.9909780675714667,131.48382793773305,0.0007755935902640081
125,0.22126798657165175,0.4273495093163291,0.32540330291409447,0.4319510028629164,0.4648460259000627,0.42734911854901675,0.991673469543457,127.34915039756082,0.000773741794776243
126,0.2216890917598516,0.42439618328466067,0.3139146905541258,0.3730476396859564,0.5661404791929361,0.4243958230257683,0.9891559427434747,136.98251100019976,0.0007718895067235705
127,0.24048839363901095,0.4374883656010335,0.32883726013043796,0.46293527386729516,0.4677734693874077,0.4374879702968443,0.9916576255451549,125.21415883844548,0.0007700367246609375
128,0.23535770374810558,0.4488153160556135,0.33737180775561454,0.4030402323792592,0.5618055387872043,0.4488149453589948,0.9906780286268755,121.85931838642468,0.0007681834471351756
129,0.22141204560282587,0.4500697789619858,0.3371163289974201,0.4159726252845193,0.5560860602425316,0.4500693919200795,0.9906282208182595,139.43687282909048,0.0007663296726849344
130,0.2203933734061389,0.44220066214767595,0.33502323402699224,0.4374168283791644,0.4904538583953287,0.44220027309551857,0.9919179786335338,116.76271672682329,0.0007644753998406124
131,0.22515950994244938,0.45293600017062396,0.34195091535411737,0.43241567871745745,0.5372725114796769,0.4529356170969706,0.9910297610542991,130.50529870119962,0.0007626206271242884
132,0.23368104521570535,0.4337779122441796,0.3294295302311764,0.47083080982976716,0.4461732481837332,0.4337775358317051,0.9926187125119296,129.3021136413921,0.0007607653530496521
133,0.22539334187562438,0.45754808017459414,0.34833510116964295,0.4706904919322721,0.5044588421181377,0.45754769516704213,0.992146600376476,117.61405288089405,0.0007589095761219332
134,0.22098481115596047,0.4480615341643718,0.33851764313341537,0.4115256032282322,0.5575047346495505,0.4480611623095683,0.9897768280722878,139.28635493191805,0.0007570532948378305
135,0.22418037849082345,0.44949665455817606,0.3412258340554128,0.41820549857256617,0.5423854331619217,0.4494962797034908,0.9903404929421165,126.86023816195402,0.0007551965076854392
136,0.22323286576175141,0.448785233472015,0.3382694076988066,0.4746874466957333,0.46677036797894994,0.4487848614332752,0.99286057732322,131.2607565793124,0.0007533392131441786
137,0.23786631466328412,0.44866773865016346,0.3384114656787874,0.4215366408302957,0.5505748421207748,0.4486673526381227,0.9903469735925848,132.07471106269142,0.0007514814096847186
138,0.2201561833592667,0.44359375530091877,0.3347642799172635,0.4342081100489436,0.5357800674286078,0.4435933693629605,0.9903296340595592,145.17404038255864,0.000749623095768904
139,0.21817555218592458,0.45445834878641606,0.34660134688337246,0.4379192168337547,0.5320875656113706,0.4544579643512737,0.9909824241291393,133.1005168611353,0.0007477642698496805
140,0.21334599498017082,0.44776527266861893,0.33934232805799797,0.46359622489185187,0.47044617250363835,0.4477648761054688,0.9920491305264559,118.76672651550986,0.0007459049303710179
141,0.2140005911732542,0.4506015065827246,0.3429074559773475,0.4498673784561161,0.49856271143462405,0.4506011162884745,0.99132962660356,132.80652620575646,0.0007440450757678328
142,0.2271930025569324,0.4437992311276868,0.3424689573218233,0.44759907291188983,0.48068663627662817,0.4437988605773878,0.9923271049152721,130.87319972298363,0.000742184704465911
143,0.2209993896299395,0.4528667837196258,0.34533714396372095,0.4463956404863976,0.5037411539331633,0.45286641403801864,0.9918631423603405,134.61023755507037,0.0007403238148818282
144,0.22047517868294114,0.44971981997228666,0.3408518413797988,0.4424520191996131,0.49833191266261634,0.44971943181013957,0.9916937567970969,123.52072230252352,0.000738462405422871
145,0.222726173784541,0.42781918413901415,0.3183995171370841,0.46854034684171286,0.44866491106163653,0.42781879168286513,0.9921465570276434,125.7524700381539,0.0007366004744869555
146,0.21956993802182975,0.43106657320956,0.3283653615756373,0.4060246153158451,0.5112487916228182,0.4310661892047007,0.9903437224301425,146.70399509776723,0.0007347380204625457
147,0.21303825054703088,0.43510341000396746,0.3299387650182537,0.45285228611712164,0.47254527241064875,0.4351030378761466,0.9918628389185126,136.4362919764085,0.0007328750417285716
148,0.22679804560953173,0.4534376828958368,0.34566308811831903,0.4570342620971756,0.5017056773021153,0.45343729239810887,0.9921425039117987,143.09372375228187,0.0007310115366543449
