epoch,train_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_accuracy,val_hausdorff,val_hausdorff_95,val_fp_per_volume,val_fp_per_image,val_ap,val_mAP,lr
1,0.53057384761897,6.612582248259613e-11,6.612582248259613e-11,5.999497704189949e-10,7.909718214606232e-11,9.324905322307986e-14,0.988550990819931,257.9587354660034,225.76216387748718,0.0008004307746887207,0.0008004307746887207,0.0212184097035788,0.0,0.0002
2,0.38747083915002417,7.588200868439282e-11,7.588200868439282e-11,2.8571584959058427e-09,7.909718214606232e-11,4.5101141720490893e-13,0.9891816973686218,352.8884086608887,301.2985019683838,0.0001697242259979248,0.0001697242259979248,0.05118969157047104,0.0,0.0004
3,0.2848091886350603,7.777241144927421e-11,7.777241144927421e-11,7.222556469566044e-09,7.909718214606232e-11,1.120122498579493e-12,0.9892849624156952,356.2196378707886,305.32064151763916,6.645917892456055e-05,6.645917892456055e-05,0.06707763817394152,0.0,0.0006
4,0.19322221184318716,7.872490387448444e-11,7.872490387448444e-11,2.6006658826460693e-08,7.909718214606232e-11,3.9441342444650196e-12,0.9893330037593842,357.5298500061035,306.34050273895264,1.8417835235595703e-05,1.8417835235595703e-05,0.055206552788149565,0.0,0.0008
5,0.12716921306017673,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.16251905425451696,0.0,0.001
6,0.09102849831635301,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.01710075141454581,0.0,0.0009909954834128342
7,0.07171104374257001,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.38803253130754456,0.0030831946060061455,0.000989193491307027
8,0.062090434529113045,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.10502340921084397,0.0,0.000987391134388305
9,0.05473423777430347,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.1108410230372101,0.0,0.0009855884118426005
10,0.04711239118919228,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.42190726805711165,0.05132594425231218,0.0009837853228523705
11,0.04425771672730193,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.42661971179768443,0.021967827808111906,0.0009819818665965754
12,0.04320564612068913,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.3615640736727528,0.014314767206087708,0.0009801780422506556
13,0.04320995323359966,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.3407462347531691,0.015719551593065262,0.0009783738489865113
14,0.03876490024567553,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.4276725275849458,0.03498904104344547,0.000976569285972478
15,0.03601496026032802,7.909718214606232e-11,7.909718214606232e-11,1.0,7.909718214606232e-11,1.5819421337118222e-10,0.9893514215946198,572.656982421875,572.656982421875,0.0,0.0,0.25865214184159413,0.0,0.0009747643523733044
